"term id","# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"113","51","4","GO Process","","positive regulation of wound healing","0.0185","VTN|PLEK|PLG|S100A9","2530","2616|2544|2575|2641","","GO.0090303","0"
"114","21","3","GO Process","","regulation of heterotypic cell-cell adhesion","0.0194","APOA1|FGB|FGG","2530","2581|2578|2566","","GO.0034114","0"
"115","21","3","GO Process","","fibrinolysis","0.0194","FGB|PLG|FGG","2530","2578|2575|2566","","GO.0042730","0"
"116","209","7","GO Process","","alpha-amino acid metabolic process","0.0194","HPD|HNF4A|TAT|ARG1|MAT1A|CPS1|PAH","2530","2639|2619|2622|2627|2601|2557|2642","","GO.1901605","0"
"117","97","5","GO Process","","actomyosin structure organization","0.0195","FRMD3|MYOZ2|EPB41L3|ACTA1|MYBPC1","2530","2612|2610|2553|2551|2663","","GO.0031032","0"
"118","1070","17","GO Process","","secretion","0.0195","PLEK|APOA1|C3|S100P|FGB|PLG|HBB|FGG|ARG1|DRD2|SERPINC1|S100A8|S100A9|HSPA1B|ARHGAP9|ITIH3|PCDH7","2530","2544|2581|2632|2661|2578|2575|2560|2566|2627|2540|2564|2628|2641|2568|2585|2662|2658","","GO.0046903","0"
"119","150","6","GO Process","","maintenance of location","0.0195","APOA1|GRIK5|EPB41L3|S100A8|S100A9|ANGPTL3","2530","2581|2637|2553|2628|2641|2542","","GO.0051235","0"
"120","54","4","GO Process","","cholesterol transport","0.0196","APOB|APOA1|STAR|LIPC","2530","2583|2581|2629|2614","","GO.0030301","0"
"121","152","6","GO Process","","organophosphate catabolic process","0.0196","PON1|LIPC|ANGPTL3|ALDOB|NUDT10|UPP2","2530","2611|2614|2542|2577|2570|2554","","GO.0046434","0"
"122","98","5","GO Process","","alpha-amino acid catabolic process","0.0196","HPD|TAT|ARG1|MAT1A|PAH","2530","2639|2622|2627|2601|2642","","GO.1901606","0"
"123","19","3","GO Function","","GABA-A receptor activity","0.0199","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","GO.0004890","0"
"124","3","2","GO Function","","Toll-like receptor 4 binding","0.02","S100A8|S100A9","2530","2628|2641","","GO.0035662","0"
"125","25","3","InterPro Domains","","S100/Calbindin-D9k, conserved site","0.0204","S100P|S100A8|S100A9","2530","2661|2628|2641","","IPR001751","0"
"126","4","2","InterPro Domains","","Haemoglobin, beta-type","0.0204","HBB|HBG2","2530","2560|2546","","IPR002337","0"
"127","23","3","InterPro Domains","","Gamma-aminobutyric acid A receptor/Glycine receptor alpha","0.0204","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","IPR006028","0"
"128","46","4","InterPro Domains","","Neurotransmitter-gated ion-channel transmembrane domain","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR006029","0"
"129","47","4","InterPro Domains","","Neurotransmitter-gated ion-channel","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR006201","0"
"130","47","4","InterPro Domains","","Neurotransmitter-gated ion-channel ligand-binding domain","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR006202","0"
"131","3","2","InterPro Domains","","Fibrinogen, alpha/beta/gamma chain, coiled coil domain","0.0204","FGB|FGG","2530","2578|2566","","IPR012290","0"
"132","45","4","InterPro Domains","","Neurotransmitter-gated ion-channel, conserved site","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR018000","0"
"133","19","3","InterPro Domains","","Fibrinogen, conserved site","0.0204","FGB|FGG|FGL1","2530","2578|2566|2650","","IPR020837","0"
"134","47","4","InterPro Domains","","Neurotransmitter-gated ion-channel transmembrane domain superfamily","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR036719","0"
"135","47","4","InterPro Domains","","Neurotransmitter-gated ion-channel ligand-binding domain superfamily","0.0204","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","IPR036734","0"
"136","28","3","GO Component","","high-density lipoprotein particle","0.0206","PON1|APOA1|LIPC","2530","2611|2581|2614","","GO.0034364","0"
"137","6","2","GO Component","","intermediate-density lipoprotein particle","0.0217","APOB|APOA1","2530","2583|2581","","GO.0034363","0"
"138","361","9","GO Process","","regulation of innate immune response","0.0217","APOB|FGB|FGG|ARG1|DRD2|S100A8|S100A9|HSPA1B|RSAD2","2530","2583|2578|2566|2627|2540|2628|2641|2568|2624","","GO.0045088","0"
"139","288","8","GO Process","","blood coagulation","0.022","PF4V1|FGB|PLG|HNF4A|HBB|FGG|SERPINC1|HBG2","2530","2555|2578|2575|2619|2560|2566|2564|2546","","GO.0007596","0"
"140","4","2","GO Process","","sequestering of zinc ion","0.022","S100A8|S100A9","2530","2628|2641","","GO.0032119","0"
"141","365","9","GO Process","","positive regulation of defense response","0.0224","APOB|C3|FGB|FGG|ARG1|S100A8|S100A9|HSPA1B|RSAD2","2530","2583|2632|2578|2566|2627|2628|2641|2568|2624","","GO.0031349","0"
"142","24","3","GO Process","","gamma-aminobutyric acid signaling pathway","0.0227","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","GO.0007214","0"
"143","24","3","GO Process","","response to lithium ion","0.0227","IGFBP2|ACTA1|CEBPA","2530","2580|2551|2594","","GO.0010226","0"
"144","28","3","Pfam","","S-100/ICaBP type calcium binding domain","0.0228","S100P|S100A8|S100A9","2530","2661|2628|2641","","PF01023","0"
"145","882","15","GO Function","","cytoskeletal protein binding","0.0235","FRMD3|CDK5R2|ANKRD2|MYOZ2|FAM154B|EPB41L3|MYH7|ACTA1|S100A8|S100A9|NRAP|ALDOB|MYBPC1|GC|JAKMIP2","2530","2612|2598|2649|2610|2573|2553|2574|2551|2628|2641|2543|2577|2663|2631|2563","","GO.0008092","0"
"146","80","4","UniProt Keywords","","Serine protease inhibitor","0.0244","ITIH1|ITIH2|SERPINC1|ITIH3","2530","2589|2545|2564|2662","","KW-0722","0"
"147","107","5","GO Function","","neurotransmitter receptor activity","0.0256","GRIK5|CHRNA3|DRD2|GABRA3|GABRG2","2530","2637|2549|2540|2613|2623","","GO.0030594","0"
"148","6","2","InterPro Domains","","Insulin-like growth factor binding protein","0.0265","IGFBP2|IGFBP1","2530","2580|2605","","IPR009168","0"
"149","29","3","InterPro Domains","","S100/CaBP-9k-type, calcium binding, subdomain","0.0265","S100P|S100A8|S100A9","2530","2661|2628|2641","","IPR013787","0"
"150","6","2","InterPro Domains","","Insulin-like growth factor-binding protein family 1-6, chordata","0.0265","IGFBP2|IGFBP1","2530","2580|2605","","IPR022321","0"
"151","27","3","GO Function","","fatty acid binding","0.0268","HNF4A|S100A8|S100A9","2530","2619|2628|2641","","GO.0005504","0"
"152","6","2","GO Function","","benzodiazepine receptor activity","0.0268","GABRA3|GABRG2","2530","2613|2623","","GO.0008503","0"
"153","176","6","GO Function","","peptidase inhibitor activity","0.0268","C3|ITIH1|ITIH2|SERPINC1|GPC3|ITIH3","2530","2632|2589|2545|2564|2587|2662","","GO.0030414","0"
"154","5","2","GO Function","","arachidonic acid binding","0.0268","S100A8|S100A9","2530","2628|2641","","GO.0050544","0"
"155","113","5","GO Process","","glucose metabolic process","0.0271","G6PC|PCK1|ALDOB|FBP1|ENSP00000461324","2530","2550|2590|2577|2556|2565","","GO.0006006","0"
"156","5","2","GO Process","","tyrosine catabolic process","0.0271","HPD|TAT","2530","2639|2622","","GO.0006572","0"
"157","26","3","GO Process","","positive regulation of blood coagulation","0.0271","PLEK|PLG|S100A9","2530","2544|2575|2641","","GO.0030194","0"
"158","732","13","GO Process","","regulation of response to external stimulus","0.0271","VTN|PF4V1|PLEK|APOA1|C3|FGB|PLG|FGG|ARG1|DRD2|SERPINC1|S100A8|S100A9","2530","2616|2555|2544|2581|2632|2578|2575|2566|2627|2540|2564|2628|2641","","GO.0032101","0"
"159","5401","51","GO Process","","developmental process","0.0271","KRT23|WNT16|VTN|ST8SIA4|APOB|IGFBP2|PLEK|APOA1|G6PC|BARX1|WNT2|IGFBP1|STAR|SEMA3D|AMN|ZNF804A|CDK5R2|ANKRD2|MYOZ2|HNF4A|CHRNA3|GPR4|PCK1|MAB21L2|ALAS2|FGG|EPB41L3|MYH7|ARG1|BRINP2|DRD2|ACTA1|SERPINC1|S100A8|S100A9|ANGPTL3|NAP1L2|GJB1|SOX21|AARD|RSAD2|DMRT2|GPC3|MYBPC1|CPS1|CELF4|GABRG2|SPARCL1|ONECUT2|MCIDAS|CEBPA","2530","2591|2559|2616|2547|2583|2580|2544|2581|2550|2635|2562|2605|2629|2606|2567|2636|2598|2649|2610|2619|2549|2634|2590|2608|2655|2566|2553|2574|2627|2654|2540|2551|2564|2628|2641|2542|2644|2646|2607|2548|2624|2621|2587|2663|2557|2659|2623|2541|2643|2617|2594","","GO.0032502","0"
"160","825","14","GO Process","","response to lipid","0.0271","PON1|PF4V1|APOB|IGFBP2|WNT2|STAR|HNF4A|PCK1|TAT|ARG1|BRINP2|ACTA1|S100A8|CPS1","2530","2611|2555|2583|2580|2562|2629|2619|2590|2622|2627|2654|2551|2628|2557","","GO.0033993","0"
"161","169","6","GO Process","","glucose homeostasis","0.0271","G6PC|GRIK5|STAR|HNF4A|PCK1|CEBPA","2530","2550|2637|2629|2619|2590|2594","","GO.0042593","0"
"162","26","3","GO Process","","cellular response to glucagon stimulus","0.0271","PCK1|ARG1|CPS1","2530","2590|2627|2557","","GO.0071377","0"
"163","114","5","GO Process","","cellular amino acid catabolic process","0.0273","HPD|TAT|ARG1|MAT1A|PAH","2530","2639|2622|2627|2601|2642","","GO.0009063","0"
"164","673","12","GO Function","","lipid binding","0.0274","PON1|APOB|PLEK|APOA1|STAR|CDK5R2|HNF4A|S100A8|S100A9|ARHGAP9|CPS1|GC","2530","2611|2583|2544|2581|2629|2598|2619|2628|2641|2585|2557|2631","","GO.0008289","0"
"165","2032","24","Reactome Pathways","","Metabolism","0.0281","ADH1A|PON1|APOB|APOA1|G6PC|STAR|HPD|RPL10L|AMN|PCK1|ALAS2|TAT|ARG1|HMGCS2|MAT1A|ALDOB|NUDT10|GPC3|CPS1|FBP1|GC|PAH|ENSP00000461324|UPP2","2530","2592|2611|2583|2581|2550|2629|2639|2657|2567|2590|2655|2622|2627|2569|2601|2577|2570|2587|2557|2556|2631|2642|2565|2554","","HSA-1430728","0"
"166","83","4","Reactome Pathways","","Integrin cell surface interactions","0.0281","VTN|FGB|COL4A5|FGG","2530","2616|2578|2603|2566","","HSA-216083","0"
"167","354","8","Reactome Pathways","","Metabolism of amino acids and derivatives","0.0281","HPD|RPL10L|TAT|ARG1|MAT1A|CPS1|PAH|ENSP00000461324","2530","2639|2657|2622|2627|2601|2557|2642|2565","","HSA-71291","0"
"168","10","2","UniProt Keywords","","Thrombophilia","0.0294","PLG|SERPINC1","2530","2575|2564","","KW-0792","0"
"169","40","3","Reactome Pathways","","Binding and Uptake of Ligands by Scavenger Receptors","0.0294","APOB|APOA1|HBB","2530","2583|2581|2560","","HSA-2173782","0"
"170","10","2","Reactome Pathways","","Urea cycle","0.0294","ARG1|CPS1","2530","2627|2557","","HSA-70635","0"
"171","10","2","Reactome Pathways","","Chylomicron assembly","0.0294","APOB|APOA1","2530","2583|2581","","HSA-8963888","0"
"172","10","2","Reactome Pathways","","Chylomicron remodeling","0.0294","APOB|APOA1","2530","2583|2581","","HSA-8963901","0"
"173","29","3","GO Process","","aromatic amino acid family metabolic process","0.0295","HPD|TAT|PAH","2530","2639|2622|2642","","GO.0009072","0"
"174","395","9","GO Process","","gland development","0.0295","VTN|APOA1|WNT2|ARG1|DRD2|SERPINC1|CPS1|ONECUT2|CEBPA","2530","2616|2581|2562|2627|2540|2564|2557|2643|2594","","GO.0048732","0"
"175","6","2","GO Process","","peptidyl-cysteine S-nitrosylation","0.0296","S100A8|S100A9","2530","2628|2641","","GO.0018119","0"
"176","150","5","Reactome Pathways","","Neurotransmitter receptors and postsynaptic signal transmission","0.0296","GRIK5|CHRNA3|GABRA3|GABRR2|GABRG2","2530","2637|2549|2613|2597|2623","","HSA-112314","0"
"177","44","3","Reactome Pathways","","Retinoid metabolism and transport","0.0298","APOB|APOA1|GPC3","2530","2583|2581|2587","","HSA-975634","0"
"178","323","8","GO Process","","response to acid chemical","0.0317","PON1|APOB|IGFBP2|WNT2|PCK1|ARG1|BRINP2|CPS1","2530","2611|2583|2580|2562|2590|2627|2654|2557","","GO.0001101","0"
"179","486","10","GO Process","","response to extracellular stimulus","0.0317","PON1|IGFBP2|APOA1|G6PC|STAR|PCK1|ARG1|ACTA1|SERPINC1|CPS1","2530","2611|2580|2581|2550|2629|2590|2627|2551|2564|2557","","GO.0009991","0"
"180","251","7","GO Process","","negative regulation of peptidase activity","0.0323","VTN|C3|ITIH1|ITIH2|SERPINC1|GPC3|ITIH3","2530","2616|2632|2589|2545|2564|2587|2662","","GO.0010466","0"
"181","31","3","GO Process","","hyaluronan metabolic process","0.0324","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","GO.0030212","0"
"182","11","2","UniProt Keywords","","Oxygen transport","0.033","HBB|HBG2","2530","2560|2546","","KW-0561","0"
"183","11","2","UniProt Keywords","","Glycation","0.033","APOA1|HBB","2530","2581|2560","","KW-0971","0"
"184","123","5","GO Process","","liver development","0.0331","VTN|ARG1|CPS1|ONECUT2|CEBPA","2530","2616|2627|2557|2643|2594","","GO.0001889","0"
"185","123","5","GO Process","","isoprenoid metabolic process","0.0331","APOB|APOA1|STAR|HMGCS2|GPC3","2530","2583|2581|2629|2569|2587","","GO.0006720","0"
"186","36","3","KEGG Pathways","","Tyrosine metabolism","0.0334","ADH1A|HPD|TAT","2530","2592|2639|2622","","hsa00350","0"
"187","272","7","KEGG Pathways","","Neuroactive ligand-receptor interaction","0.0334","GRIK5|PLG|CHRNA3|DRD2|GABRA3|GABRR2|GABRG2","2530","2637|2575|2549|2540|2613|2597|2623","","hsa04080","0"
"188","13","2","Reactome Pathways","","Scavenging of heme from plasma","0.0334","APOA1|HBB","2530","2581|2560","","HSA-2168880","0"
"189","13","2","Reactome Pathways","","GRB2:SOS provides linkage to MAPK signaling for Integrins","0.0334","FGB|FGG","2530","2578|2566","","HSA-354194","0"
"190","13","2","Reactome Pathways","","GABA A receptor activation","0.0334","GABRA3|GABRG2","2530","2613|2623","","HSA-977441","0"
"191","676","12","GO Process","","regulation of defense response","0.0336","VTN|APOB|APOA1|C3|FGB|FGG|ARG1|DRD2|S100A8|S100A9|HSPA1B|RSAD2","2530","2616|2583|2581|2632|2578|2566|2627|2540|2628|2641|2568|2624","","GO.0031347","0"
"192","7","2","GO Process","","response to selenium ion","0.034","APOB|ARG1","2530","2583|2627","","GO.0010269","0"
"193","7","2","GO Process","","fructose 1,6-bisphosphate metabolic process","0.034","ALDOB|FBP1","2530","2577|2556","","GO.0030388","0"
"194","32","3","GO Process","","positive regulation of substrate adhesion-dependent cell spreading","0.034","APOA1|FGB|FGG","2530","2581|2578|2566","","GO.1900026","0"
"195","10","2","KEGG Pathways","","Ubiquinone and other terpenoid-quinone biosynthesis","0.0343","HPD|TAT","2530","2639|2622","","hsa00130","0"
"196","40","3","KEGG Pathways","","Nicotine addiction","0.0343","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","hsa05033","0"
"197","8","2","GO Function","","insulin-like growth factor II binding","0.0346","IGFBP2|IGFBP1","2530","2580|2605","","GO.0031995","0"
"198","14","2","Reactome Pathways","","p130Cas linkage to MAPK signaling for integrins","0.0346","FGB|FGG","2530","2578|2566","","HSA-372708","0"
"199","189","6","GO Process","","regulation of cell-substrate adhesion","0.0354","VTN|APOA1|FGB|PLG|FGG|ONECUT2","2530","2616|2581|2578|2575|2566|2643","","GO.0010810","0"
"200","259","7","GO Process","","positive regulation of innate immune response","0.0354","APOB|FGB|FGG|S100A8|S100A9|HSPA1B|RSAD2","2530","2583|2578|2566|2628|2641|2568|2624","","GO.0045089","0"
"201","1192","17","GO Process","","lipid metabolic process","0.0356","PON1|ST8SIA4|APOB|PLEK|APOA1|C3|G6PC|STAR|LIPC|HNF4A|PCK1|HMGCS2|ANGPTL3|GPC3|CPS1|GC|CEBPA","2530","2611|2547|2583|2544|2581|2632|2550|2629|2614|2619|2590|2569|2542|2587|2557|2631|2594","","GO.0006629","0"
"202","4153","41","GO Process","","response to chemical","0.0359","IL2RB|PON1|WNT16|PF4V1|APOB|IGFBP2|APOA1|TEX14|G6PC|GRIK5|WNT2|IGFBP1|STAR|SEMA3D|S100P|AMN|TMEM145|FGB|ANKRD2|HNF4A|CHRNA3|PCK1|HBB|FGG|TAT|ARG1|BRINP2|DRD2|ACTA1|SERPINC1|S100A8|S100A9|ANGPTL3|HSPA1B|HBG2|RSAD2|CPS1|FBP1|GABRG2|CEBPA|ENSP00000461324","2530","2618|2611|2559|2555|2583|2580|2581|2648|2550|2637|2562|2605|2629|2606|2661|2567|2571|2578|2649|2619|2549|2590|2560|2566|2622|2627|2654|2540|2551|2564|2628|2641|2542|2568|2546|2624|2557|2556|2623|2594|2565","","GO.0042221","0"
"203","129","5","GO Process","","positive regulation of endocytosis","0.0367","VTN|HIST1H1A|C3|DRD2|GPC3","2530","2616|2647|2632|2540|2587","","GO.0045807","0"
"204","420","9","GO Process","","regulation of peptidase activity","0.0367","VTN|C3|ITIH1|ITIH2|SERPINC1|S100A8|S100A9|GPC3|ITIH3","2530","2616|2632|2589|2545|2564|2628|2641|2587|2662","","GO.0052547","0"
"205","46","3","UniProt Keywords","","Allosteric enzyme","0.0373","CPS1|FBP1|PAH","2530","2557|2556|2642","","KW-0021","0"
"206","1646","21","GO Process","","cellular catabolic process","0.0375","PON1|APOB|APOA1|G6PC|HPD|LIPC|HBB|STK31|TAT|ARG1|DRD2|S100A8|S100A9|ANGPTL3|MAT1A|ALDOB|HSPA1B|NUDT10|CPS1|PAH|UPP2","2530","2611|2583|2581|2550|2639|2614|2560|2600|2622|2627|2540|2628|2641|2542|2601|2577|2568|2570|2557|2642|2554","","GO.0044248","0"
"207","8","2","GO Process","","ornithine metabolic process","0.0386","HNF4A|ARG1","2530","2619|2627","","GO.0006591","0"
"208","8","2","GO Process","","chylomicron remodeling","0.0386","APOB|APOA1","2530","2583|2581","","GO.0034371","0"
"209","8","2","GO Process","","chylomicron remnant clearance","0.0386","APOB|LIPC","2530","2583|2614","","GO.0034382","0"
"210","1796","22","GO Component","","endoplasmic reticulum","0.0399","VTN|APOB|APOA1|C3|G6PC|GRIK5|CP|IGFBP1|HPD|RPL10L|LIPC|FGB|COL4A5|FGG|ITIH2|BRINP2|SERPINC1|GJB1|HSPA1B|RSAD2|GPC3|SPARCL1","2530","2616|2583|2581|2632|2550|2637|2620|2605|2639|2657|2614|2578|2603|2566|2545|2654|2564|2646|2568|2624|2587|2541","","GO.0005783","0"
"211","9","2","GO Component","","spherical high-density lipoprotein particle","0.0399","PON1|APOA1","2530","2611|2581","","GO.0034366","0"
"212","9","2","GO Function","","insulin-like growth factor I binding","0.0403","IGFBP2|IGFBP1","2530","2580|2605","","GO.0031994","0"
"213","49","3","UniProt Keywords","","Chloride channel","0.0423","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","KW-0869","0"
"214","10","2","GO Function","","sugar-phosphatase activity","0.0428","G6PC|FBP1","2530","2550|2556","","GO.0050308","0"
"215","9","2","GO Process","","tyrosine metabolic process","0.0448","HPD|TAT","2530","2639|2622","","GO.0006570","0"
"216","9","2","GO Process","","high-density lipoprotein particle clearance","0.0448","APOA1|AMN","2530","2581|2567","","GO.0034384","0"
"217","438","9","GO Process","","negative regulation of hydrolase activity","0.0448","VTN|APOA1|C3|ITIH1|ITIH2|SERPINC1|ANGPTL3|GPC3|ITIH3","2530","2616|2581|2632|2589|2545|2564|2542|2587|2662","","GO.0051346","0"
"218","138","5","GO Process","","response to glucocorticoid","0.0448","IGFBP2|STAR|TAT|ARG1|CPS1","2530","2580|2629|2622|2627|2557","","GO.0051384","0"
"219","38","3","GO Process","","muscle filament sliding","0.0455","MYH7|ACTA1|MYBPC1","2530","2574|2551|2663","","GO.0030049","0"
"220","38","3","GO Process","","vitamin transport","0.0455","APOA1|AMN|GC","2530","2581|2567|2631","","GO.0051180","0"
"221","38","3","GO Process","","response to dexamethasone","0.0455","STAR|ARG1|CPS1","2530","2629|2627|2557","","GO.0071548","0"
"222","56","3","Reactome Pathways","","GABA receptor activation","0.0464","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","HSA-977443","0"
"223","209","6","GO Process","","receptor-mediated endocytosis","0.0491","VTN|APOB|APOA1|AMN|HBB|DRD2","2530","2616|2583|2581|2567|2560|2540","","GO.0006898","0"
"224","5085","47","GO Process","","anatomical structure development","0.0492","KRT23|WNT16|VTN|ST8SIA4|APOB|PLEK|APOA1|BARX1|WNT2|IGFBP1|STAR|SEMA3D|AMN|ZNF804A|CDK5R2|ANKRD2|MYOZ2|CHRNA3|GPR4|MAB21L2|ALAS2|FGG|EPB41L3|MYH7|ARG1|BRINP2|DRD2|ACTA1|SERPINC1|S100A8|S100A9|ANGPTL3|NAP1L2|GJB1|SOX21|AARD|RSAD2|DMRT2|GPC3|MYBPC1|CPS1|CELF4|GABRG2|SPARCL1|ONECUT2|MCIDAS|CEBPA","2530","2591|2559|2616|2547|2583|2544|2581|2635|2562|2605|2629|2606|2567|2636|2598|2649|2610|2549|2634|2608|2655|2566|2553|2574|2627|2654|2540|2551|2564|2628|2641|2542|2644|2646|2607|2548|2624|2621|2587|2663|2557|2659|2623|2541|2643|2617|2594","","GO.0048856","0"
"225","6605","57","GO Function","","protein binding","0.0493","IL2RB|PON1|WNT16|VTN|PF4V1|APOB|IGFBP2|PLEK|APOA1|TEX14|C3|GRIK5|CP|WNT2|IGFBP1|SEMA3D|S100P|LIPC|AMN|MARVELD3|FRMD3|CDK5R2|FGB|ANKRD2|MYOZ2|PLG|HNF4A|HBB|FGG|FAM154B|EPB41L3|MYH7|DRD2|ACTA1|SPATA17|SERPINC1|S100A8|S100A9|NRAP|IGSF1|ANGPTL3|MAT1A|NAP1L2|GJB1|ALDOB|HSPA1B|RSAD2|DMRT2|GABRR2|MYBPC1|FBP1|RUNDC3A|GC|MCIDAS|CEBPA|UPP2|JAKMIP2","2530","2618|2611|2559|2616|2555|2583|2580|2544|2581|2648|2632|2637|2620|2562|2605|2606|2661|2614|2567|2630|2612|2598|2578|2649|2610|2575|2619|2560|2566|2573|2553|2574|2540|2551|2652|2564|2628|2641|2543|2588|2542|2601|2644|2646|2577|2568|2624|2621|2597|2663|2556|2609|2631|2617|2594|2554|2563","","GO.0005515","0"
"226","94","4","GO Function","","serine-type endopeptidase inhibitor activity","0.0497","ITIH1|ITIH2|SERPINC1|ITIH3","2530","2589|2545|2564|2662","","GO.0004867","0"
"227","10","2","GO Process","","chemokine production","0.0497","S100A8|S100A9","2530","2628|2641","","GO.0032602","0"
"228","10","2","GO Process","","chylomicron assembly","0.0497","APOB|APOA1","2530","2583|2581","","GO.0034378","0"
"229","10","2","GO Process","","regulation of T-helper 2 cell cytokine production","0.0497","ARG1|RSAD2","2530","2627|2624","","GO.2000551","0"
