source,term_name,term_id,adjusted_p_value,intersections
GO:BP,regulation of cell adhesion,GO:0030155,0.033769268073674,"FGG,FGB,APOA1,ARG1,FGL1,DOCK8,IGF1,PLG,RGCC,LGALS9"
GO:BP,negative regulation of blood coagulation,GO:0030195,0.033771687438312,"FGG,FGB,PLG"
GO:BP,response to interleukin-6,GO:0070741,0.033771687438312,"FGG,PCK1,CEBPA"
GO:BP,cellular detoxification,GO:1990748,0.034246097194764,"S100A9,GSTM1,RGN,HBB"
GO:BP,positive regulation of molecular function,GO:0044093,0.034337474671516,"HSPA1B,ALDOB,S100A8,S100A9,PON1,APOA1,ALDH1A1,CDK5R2,TBC1D3C,DOCK8,WNT2,ARHGAP9,SOX7,IGF1,GRIN2A,RGCC,LGALS9,RGN"
GO:BP,response to fungus,GO:0009620,0.034337474671516,"S100A8,S100A9,ARG1"
GO:BP,leukocyte activation involved in immune response,GO:0002366,0.034337474671516,"HSPA1B,S100A8,S100A9,S100P,ARG1,MGAM,TMC6,ARHGAP9,LGALS9,HBB"
GO:BP,regulation of substrate adhesion-dependent cell spreading,GO:1900024,0.034337474671516,"FGG,FGB,APOA1"
GO:BP,negative regulation of hemostasis,GO:1900047,0.034337474671516,"FGG,FGB,PLG"
GO:BP,response to metal ion,GO:0010038,0.03461186932885,"S100A8,FGG,FBP1,FGB,CEBPA,ARG1,TAT"
GO:BP,polysaccharide metabolic process,GO:0005976,0.034816485257578,"MGAM,G6PC,GNMT,IGF1"
GO:BP,cell activation involved in immune response,GO:0002263,0.034816485257578,"HSPA1B,S100A8,S100A9,S100P,ARG1,MGAM,TMC6,ARHGAP9,LGALS9,HBB"
GO:BP,zymogen activation,GO:0031638,0.03547148043671,"FGG,FGB,GRIN2A"
GO:BP,peptidyl-cysteine S-nitrosylation,GO:0018119,0.035637930598529,"S100A8,S100A9"
GO:BP,sequestering of metal ion,GO:0051238,0.035637930598529,"S100A8,S100A9"
GO:BP,protein nitrosylation,GO:0017014,0.035637930598529,"S100A8,S100A9"
GO:BP,regulation of glucose metabolic process,GO:0010906,0.039491557552263,"FBP1,GNMT,IGF1,RGN"
GO:BP,positive regulation of cholesterol efflux,GO:0010875,0.039580222154522,"PON1,APOA1"
GO:BP,S-adenosylmethionine metabolic process,GO:0046500,0.039580222154522,"MAT1A,GNMT"
GO:BP,positive regulation of heterotypic cell-cell adhesion,GO:0034116,0.039580222154522,"FGG,FGB"
GO:BP,immune response,GO:0006955,0.040002198844801,"HSPA1B,S100A8,S100A9,FGG,SERPINC1,FGB,S100P,APOA1,APOB,ARG1,FGL1,MGAM,TMC6,ARHGAP9,RGCC,LGALS9,S100A14,RSAD2,LY75,HBB,UBD"
GO:BP,lipid transport,GO:0006869,0.040189199534499,"PON1,THRSP,APOA1,APOB,SLCO1A2,ABCA4,CES1"
GO:BP,regulation of immune response,GO:0050776,0.040189199534499,"HSPA1B,S100A8,S100A9,FGG,FGB,APOA1,APOB,ARG1,FGL1,RGCC,LGALS9,S100A14,RSAD2"
GO:BP,negative regulation of coagulation,GO:0050819,0.040739913869959,"FGG,FGB,PLG"
GO:BP,cholesterol efflux,GO:0033344,0.040739913869959,"PON1,APOA1,APOB"
GO:BP,organophosphate ester transport,GO:0015748,0.040942136066107,"GJB1,APOA1,ABCA4,G6PC"
GO:BP,antibiotic metabolic process,GO:0016999,0.040942136066107,"PCK1,ALDH1A1,HAL,HBB"
GO:BP,positive regulation of peptidase activity,GO:0010952,0.040942136066107,"S100A8,S100A9,SOX7,GRIN2A,LGALS9"
GO:BP,regulation of endothelial cell apoptotic process,GO:2000351,0.041949967668858,"FGG,FGB,RGCC"
GO:BP,methionine metabolic process,GO:0006555,0.042576340265397,"MAT1A,GNMT"
GO:BP,organic anion transport,GO:0015711,0.042586724384209,"AC139530.2,THRSP,APOA1,ARG1,SLCO1A2,ABCA4,G6PC,HBB"
GO:BP,regulation of response to stress,GO:0080134,0.043977511670878,"HSPA1B,S100A8,S100A9,FGG,SERPINC1,FGB,CEBPA,APOA1,APOB,ARG1,IGF1,PLG,LGALS9,S100A14,RGN,RSAD2"
GO:BP,platelet aggregation,GO:0070527,0.045248032367088,"FGG,FGB,HBB"
GO:BP,positive regulation of peptide secretion,GO:0002793,0.045287209789057,"S100A8,FGG,FGB,IGF1,RGCC,LGALS9"
GO:BP,positive regulation of cell differentiation,GO:0045597,0.045383456957764,"HSPA1B,S100A9,FGG,FGB,CEBPA,APOA1,APOB,PCP4,FEZF2,IGF1,RGCC,LGALS9"
GO:BP,regulation of cell-cell adhesion mediated by cadherin,GO:2000047,0.045868313702648,"PLG,RGCC"
GO:BP,leukocyte mediated immunity,GO:0002443,0.045868313702648,"HSPA1B,S100A8,S100A9,S100P,ARG1,MGAM,TMC6,ARHGAP9,LGALS9,RSAD2,HBB"
GO:BP,negative regulation of lipase activity,GO:0060192,0.045868313702648,"APOA1,ANGPTL3"
GO:BP,heterotypic cell-cell adhesion,GO:0034113,0.045868313702648,"FGG,FGB,APOA1"
GO:BP,cell adhesion,GO:0007155,0.045868313702648,"S100A8,S100A9,FGG,FGB,APOA1,ARG1,FGL1,ANGPTL3,DOCK8,IGF1,PLG,RGCC,LGALS9,CCN5,HBB"
GO:BP,positive regulation of catalytic activity,GO:0043085,0.047316479981088,"ALDOB,S100A8,S100A9,APOA1,ALDH1A1,CDK5R2,TBC1D3C,DOCK8,ARHGAP9,SOX7,IGF1,GRIN2A,RGCC,LGALS9,RGN"
GO:BP,biological adhesion,GO:0022610,0.047414247355256,"S100A8,S100A9,FGG,FGB,APOA1,ARG1,FGL1,ANGPTL3,DOCK8,IGF1,PLG,RGCC,LGALS9,CCN5,HBB"
GO:BP,regulation of hydrolase activity,GO:0051336,0.048026912237324,"ALDOB,S100A8,S100A9,SERPINC1,APOA1,ANGPTL3,ALDH1A1,TBC1D3C,DOCK8,ARHGAP9,SOX7,GRIN2A,LGALS9,RGN"
GO:BP,positive regulation of developmental process,GO:0051094,0.048026912237324,"HSPA1B,S100A9,FGG,FGB,CEBPA,APOA1,APOB,ANGPTL3,WNT2,PCP4,FEZF2,IGF1,RGCC,LGALS9,LRRC24"
GO:BP,regulation of peptide secretion,GO:0002791,0.048026912237324,"S100A8,FGG,FGB,APOA1,IGF1,RGCC,LGALS9,RSAD2"
GO:BP,endothelial cell apoptotic process,GO:0072577,0.048840270390284,"FGG,FGB,RGCC"
GO:BP,regulation of exit from mitosis,GO:0007096,0.048977741300069,"CDKN1C,RGCC"
GO:BP,transport,GO:0006810,0.048977741300069,"HSPA1B,TIMM22,AC139530.2,S100A8,S100A9,GJB1,PON1,FGG,GC,THRSP,SERPINC1,FGB,S100P,APOA1,APOB,ARG1,CDK5R2,SLCO1A2,MGAM,TBC1D3C,ABCA4,G6PC,TMC6,ARHGAP9,IGF1,GRIN2A,AC126283.2,PLG,F5,RGCC,LGALS9,GABRR2,RGN,RSAD2,MFSD4A,LY75,HBB,CES1"
GO:BP,negative regulation of response to external stimulus,GO:0032102,0.049627055579148,"FGG,FGB,APOA1,ARG1,IGF1,PLG,LGALS9"
KEGG,Metabolic pathways,KEGG:01100,0.000622598147534,"ALDOB,MAT1A,UGT2B15,CYP2C8,PCK1,HPD,HMGCS2,PAH,FBP1,PRODH,ARG1,ALDH1A1,MGAM,TAT,G6PC,HAL,HGD,UPP2,ELOVL7,GNMT,GSTM1,RGN,PDE1A"
KEGG,Biosynthesis of amino acids,KEGG:01230,0.005192861866467,"ALDOB,MAT1A,PAH,ARG1,TAT"
KEGG,Phenylalanine metabolism,KEGG:00360,0.005192861866467,"HPD,PAH,TAT"
KEGG,Complement and coagulation cascades,KEGG:04610,0.005192861866467,"FGG,SERPINC1,FGB,PLG,F5"
KEGG,"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG:00400,0.010618770290499,"PAH,TAT"
KEGG,Glycolysis / Gluconeogenesis,KEGG:00010,0.015392627368875,"ALDOB,PCK1,FBP1,G6PC"
KEGG,Drug metabolism - cytochrome P450,KEGG:00982,0.015392627368875,"UGT2B15,CYP2C8,CYP2D7,GSTM1"
KEGG,Pentose phosphate pathway,KEGG:00030,0.015392627368875,"ALDOB,FBP1,RGN"
KEGG,Tyrosine metabolism,KEGG:00350,0.0200493496502,"HPD,TAT,HGD"
KEGG,Drug metabolism - other enzymes,KEGG:00983,0.0200493496502,"UGT2B15,UPP2,GSTM1,CES1"
KEGG,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:00130,0.025912471255962,"HPD,TAT"
KEGG,Cholesterol metabolism,KEGG:04979,0.043115553537782,"APOA1,APOB,ANGPTL3"
REAC,Regulation of TLR by endogenous ligand,REAC:R-HSA-5686938,2.62362628690466E-05,"S100A8,S100A9,FGG,FGB,APOB"
REAC,Phenylalanine and tyrosine metabolism,REAC:R-HSA-8963691,6.56471482726846E-05,"HPD,PAH,TAT,HGD"
REAC,Tyrosine catabolism,REAC:R-HSA-8963684,0.000227734360682,"HPD,TAT,HGD"
REAC,Metabolism,REAC:R-HSA-1430728,0.000406304690478,"ALDOB,PON1,MAT1A,UGT2B15,GC,THRSP,CYP2C8,PCK1,HPD,HMGCS2,PAH,FBP1,PRODH,APOA1,APOB,ARG1,ALDH1A1,SLCO1A2,TAT,G6PC,ALDH1L1,HAL,HGD,UPP2,ELOVL7,RPL10L,GNMT,GSTM1,CES1"
REAC,Common Pathway of Fibrin Clot Formation,REAC:R-HSA-140875,0.000552737921836,"FGG,SERPINC1,FGB,F5"
REAC,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),REAC:R-HSA-381426,0.000560165056959,"FGG,SERPINC1,APOA1,APOB,IGF1,PLG,F5"
REAC,Gluconeogenesis,REAC:R-HSA-70263,0.001851856984465,"ALDOB,PCK1,FBP1,G6PC"
REAC,Metabolism of amino acids and derivatives,REAC:R-HSA-71291,0.003185141509715,"MAT1A,HPD,PAH,PRODH,ARG1,TAT,HAL,HGD,RPL10L,GNMT"
REAC,Formation of Fibrin Clot (Clotting Cascade),REAC:R-HSA-140877,0.003188065975385,"FGG,SERPINC1,FGB,F5"
REAC,Platelet degranulation ,REAC:R-HSA-114608,0.003661424603974,"FGG,FGB,APOA1,IGF1,PLG,F5"
REAC,Response to elevated platelet cytosolic Ca2+,REAC:R-HSA-76005,0.004130037400168,"FGG,FGB,APOA1,IGF1,PLG,F5"
REAC,Fructose catabolism,REAC:R-HSA-70350,0.008646427902474,"ALDOB,ALDH1A1"
REAC,Scavenging by Class B Receptors,REAC:R-HSA-3000471,0.008646427902474,"APOA1,APOB"
REAC,Metal sequestration by antimicrobial proteins,REAC:R-HSA-6799990,0.011195013067522,"S100A8,S100A9"
REAC,Post-translational protein phosphorylation,REAC:R-HSA-8957275,0.011195013067522,"FGG,SERPINC1,APOA1,APOB,F5"
REAC,Plasma lipoprotein remodeling,REAC:R-HSA-8963899,0.013780922967796,"APOA1,APOB,ANGPTL3"
REAC,Hemostasis,REAC:R-HSA-109582,0.013780922967796,"PDE11A,FGG,SERPINC1,FGB,APOA1,APOB,DOCK8,IGF1,PLG,F5,PDE1A,HBB"
REAC,Fructose metabolism,REAC:R-HSA-5652084,0.013780922967796,"ALDOB,ALDH1A1"
REAC,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",REAC:R-HSA-2408508,0.016365165651382,"MAT1A,GNMT"
REAC,Chylomicron remodeling,REAC:R-HSA-8963901,0.023604981111629,"APOA1,APOB"
REAC,Chylomicron assembly,REAC:R-HSA-8963888,0.023604981111629,"APOA1,APOB"
REAC,Glucose metabolism,REAC:R-HSA-70326,0.025895308501014,"ALDOB,PCK1,FBP1,G6PC"
REAC,Biological oxidations,REAC:R-HSA-211859,0.030043614411847,"MAT1A,UGT2B15,CYP2C8,ALDH1A1,GSTM1,CES1"
REAC,Toll-like Receptor Cascades,REAC:R-HSA-168898,0.031414116307798,"S100A8,S100A9,FGG,FGB,APOB"
REAC,Neutrophil degranulation,REAC:R-HSA-6798695,0.031562203228781,"HSPA1B,S100A8,S100A9,S100P,ARG1,MGAM,TMC6,ARHGAP9,HBB"
REAC,GRB2:SOS provides linkage to MAPK signaling for Integrins ,REAC:R-HSA-354194,0.037938199666431,"FGG,FGB"
REAC,p130Cas linkage to MAPK signaling for integrins,REAC:R-HSA-372708,0.040484748470532,"FGG,FGB"
REAC,cGMP effects,REAC:R-HSA-418457,0.040484748470532,"PDE11A,PDE1A"
REAC,Diseases of metabolism,REAC:R-HSA-5668914,0.040837418178441,"ALDOB,MAT1A,PAH,G6PC"
