"term id","# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"108","28","4","Pfam","","S-100/ICaBP type calcium binding domain","0.0077","S100P|S100A14|S100A8|S100A9","52","177|158|136|153","","PF01023","0"
"109","1560","22","GO Process","","immune response","0.0079","UNC13D|VTN|CXCL6|PF4V1|HRG|BMP6|S100P|MST1R|FGB|F2|ARG1|SERPINC1|S100A8|S100A9|IL13RA2|TRIM27|IRG1|IL33|OAS1|IRGM|ITGAX|TMC6","52","155|121|126|71|164|167|177|100|98|117|134|79|136|153|181|70|146|138|157|160|144|145","","GO.0006955","0"
"110","136","6","GO Process","","negative regulation of immune response","0.0082","APOA1|ARG1|IL13RA2|TRIM27|IRG1|IL33","52","99|134|181|70|146|138","","GO.0050777","0"
"111","87","5","GO Process","","toll-like receptor signaling pathway","0.0085","FGB|FGG|S100A14|S100A8|S100A9","52","98|81|158|136|153","","GO.0002224","0"
"112","491","11","GO Process","","response to inorganic substance","0.0088","PON1|BMP6|FGB|FGG|TAT|ARG1|PARK2|S100A8|KCNA1|CYP2E1|CYP1B1","52","119|167|98|81|131|134|141|136|132|102|174","","GO.0010035","0"
"113","55","4","UniProt Keywords","","S-nitrosylation","0.0089","PARK2|S100A8|S100A9|MAT1A","52","141|136|153|111","","KW-0702","0"
"114","5","2","Reactome Pathways","","Fructose catabolism","0.0089","ALDH1A1|ALDOB","52","169|96","","HSA-70350","0"
"115","17","3","KEGG Pathways","","Phenylalanine metabolism","0.0092","HPD|TAT|PAH","52","150|131|154","","hsa00360","0"
"116","953","16","GO Process","","cellular response to cytokine stimulus","0.0093","CXCL6|PF4V1|IL12RB2|MST1R|FGB|PCK1|FGG|ARG1|IL13RA2|SPOCK2|IRG1|FLRT3|IL33|OAS1|ITGAX|ENSP00000459962","52","126|71|170|100|98|103|81|134|181|165|146|122|138|157|144|74","","GO.0071345","0"
"117","65","4","Reactome Pathways","","Cytochrome P450 - arranged by substrate type","0.0096","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","HSA-211897","0"
"118","143","6","GO Process","","antimicrobial humoral response","0.01","CXCL6|HRG|FGB|F2|S100A8|S100A9","52","126|164|98|117|136|153","","GO.0019730","0"
"119","6","2","Reactome Pathways","","Metal sequestration by antimicrobial proteins","0.0111","S100A8|S100A9","52","136|153","","HSA-6799990","0"
"120","148","6","GO Process","","fatty acid derivative metabolic process","0.0116","PON1|CYP2C9|HMGCS2|CYP2C8|CYP2E1|CYP1B1","52","119|171|87|120|102|174","","GO.1901568","0"
"121","1732","23","GO Process","","regulation of transport","0.0118","UNC13D|PON1|VTN|APOA1|BMP6|FGB|F2|CALHM1|FGG|ARG1|PARK2|ROS1|S100A8|S100A9|IL13RA2|NKAIN1|TRIM27|IL33|CATSPER2|KCNA1|RGN|RIMS1|ENSP00000459962","52","155|119|121|99|167|98|117|163|81|134|141|76|136|153|181|151|70|138|82|132|166|156|74","","GO.0051049","0"
"122","38","4","InterPro Domains","","Six-bladed beta-propeller, TolB-like","0.0123","PON1|HHIPL2|ROS1|RGN","52","119|69|76|166","","IPR011042","0"
"123","21","3","GO Process","","regulation of heterotypic cell-cell adhesion","0.0124","APOA1|FGB|FGG","52","99|98|81","","GO.0034114","0"
"124","309","8","UniProt Keywords","","Innate immunity","0.0133","MST1R|FGB|ARG1|S100A8|S100A9|IRG1|OAS1|IRGM","52","100|98|134|136|153|146|157|160","","KW-0399","0"
"125","99","5","GO Process","","icosanoid metabolic process","0.0134","PON1|CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","119|171|120|102|174","","GO.0006690","0"
"126","99","5","GO Process","","cellular transition metal ion homeostasis","0.0134","CP|BMP6|ALAS2|S100A8|S100A9","52","129|167|172|136|153","","GO.0046916","0"
"127","3","2","SMART Domains","","Fibrinogen alpha/beta chain family","0.0135","FGB|FGG","52","98|81","","SM01212","0"
"128","361","9","GO Process","","regulation of innate immune response","0.0136","FGB|FGG|ARG1|S100A14|S100A8|S100A9|IRG1|IRGM|PIK3R6","52","98|81|134|158|136|153|146|160|176","","GO.0045088","0"
"129","55","4","GO Process","","monosaccharide biosynthetic process","0.0136","G6PC|PCK1|ALDOB|RGN","52","66|103|96|166","","GO.0046364","0"
"130","7","2","Reactome Pathways","","Metabolism of ingested SeMet, Sec, MeSec into H2Se","0.0137","MAT1A|GNMT","52","111|72","","HSA-2408508","0"
"131","33","3","Reactome Pathways","","Gluconeogenesis","0.0137","G6PC|PCK1|ALDOB","52","66|103|96","","HSA-70263","0"
"132","42","4","InterPro Domains","","Cytochrome P450, E-class, group I","0.014","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","IPR002401","0"
"133","23","3","GO Process","","zinc ion homeostasis","0.015","PARK2|S100A8|S100A9","52","141|136|153","","GO.0055069","0"
"134","103","5","GO Process","","terpenoid metabolic process","0.0152","APOA1|CYP2C9|ALDH1A1|CYP2E1|CYP1B1","52","99|171|169|102|174","","GO.0006721","0"
"135","4","2","GO Process","","sequestering of zinc ion","0.0153","S100A8|S100A9","52","136|153","","GO.0032119","0"
"136","295","8","GO Process","","regulation of neurotransmitter levels","0.0157","SLC22A3|PARK2|RGN|RIMS1|PAH|ENSP00000459962|CYP1B1|SYN2","52","180|141|166|156|154|74|174|123","","GO.0001505","0"
"137","354","8","Reactome Pathways","","Metabolism of amino acids and derivatives","0.017","HGD|HPD|RPL10L|TAT|ARG1|MAT1A|GNMT|PAH","52","75|150|173|131|134|111|72|154","","HSA-71291","0"
"138","1024","16","GO Process","","cell activation","0.0172","UNC13D|CXCL6|PF4V1|HRG|S100P|FGB|F2|FGG|ARG1|S100A8|S100A9|IL33|ITGAX|ENSP00000459962|TMC6|PIK3R6","52","155|126|71|164|177|98|117|81|134|136|153|138|144|74|145|176","","GO.0001775","0"
"139","728","13","GO Process","","regulation of secretion","0.0172","UNC13D|APOA1|BMP6|FGB|FGG|PARK2|S100A8|S100A9|IL13RA2|TRIM27|IL33|RIMS1|ENSP00000459962","52","155|99|167|98|81|141|136|153|181|70|138|156|74","","GO.0051046","0"
"140","37","3","Reactome Pathways","","Platelet Aggregation (Plug Formation)","0.0175","FGB|F2|FGG","52","98|117|81","","HSA-76009","0"
"141","25","3","GO Process","","long-chain fatty acid biosynthetic process","0.0177","CYP2C9|CYP2C8|CYP2E1","52","171|120|102","","GO.0042759","0"
"142","9","2","Reactome Pathways","","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus","0.0178","PROC|F2","52","63|117","","HSA-159763","0"
"143","83","4","Reactome Pathways","","Integrin cell surface interactions","0.0178","VTN|FGB|FGG|ITGAX","52","121|98|81|144","","HSA-216083","0"
"144","299","8","GO Component","","endoplasmic reticulum lumen","0.0179","VTN|PROC|APOA1|CP|F2|FGG|SERPINC1|F5","52","121|63|99|129|117|81|79|77","","GO.0005788","0"
"145","1699","22","GO Process","","vesicle-mediated transport","0.0192","UNC13D|VTN|HRG|PROC|APOA1|S100P|AMN|TMPRSS5|FGB|F2|PLG|FGG|ARG1|PARK2|F5|S100A8|S100A9|TRIM27|RIMS1|MAGEL2|ITGAX|TMC6","52","155|121|164|63|99|177|84|140|98|117|91|81|134|141|77|136|153|70|156|182|144|145","","GO.0016192","0"
"146","169","6","GO Process","","regulation of exocytosis","0.0192","UNC13D|FGB|FGG|PARK2|IL13RA2|RIMS1","52","155|98|81|141|181|156","","GO.0017157","0"
"147","555","11","GO Process","","metal ion homeostasis","0.0192","CP|BMP6|F2|ALAS2|PARK2|S100A14|S100A8|S100A9|KCNA1|RGN|ENSP00000459962","52","129|167|117|172|141|158|136|153|132|166|74","","GO.0055065","0"
"148","5","2","GO Process","","fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate","0.0192","ALDH1A1|ALDOB","52","169|96","","GO.0061624","0"
"149","169","6","GO Process","","regulation of reactive oxygen species metabolic process","0.0192","F2|PARK2|IRG1|RGN|ENSP00000459962|CYP1B1","52","117|141|146|166|74|174","","GO.2000377","0"
"150","27","3","GO Process","","blood coagulation, fibrin clot formation","0.0198","FGB|F2|FGG","52","98|117|81","","GO.0072378","0"
"151","10","2","Reactome Pathways","","Gamma-carboxylation of protein precursors","0.0201","PROC|F2","52","63|117","","HSA-159740","0"
"152","10","2","Reactome Pathways","","Removal of aminoterminal propeptides from gamma-carboxylated proteins","0.0201","PROC|F2","52","63|117","","HSA-159782","0"
"153","10","2","Reactome Pathways","","Abacavir transport and metabolism","0.0201","SLC22A3|PCK1","52","180|103","","HSA-2161522","0"
"154","3","2","InterPro Domains","","Fibrinogen, alpha/beta/gamma chain, coiled coil domain","0.0207","FGB|FGG","52","98|81","","IPR012290","0"
"155","52","4","InterPro Domains","","Cytochrome P450, conserved site","0.0207","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","IPR017972","0"
"156","19","3","InterPro Domains","","Fibrinogen, conserved site","0.0207","FGB|FGG|FGL1","52","98|81|162","","IPR020837","0"
"157","3","2","InterPro Domains","","RIMS-binding protein 3","0.0207","RIMBP3C|RIMBP3B","52","88|161","","IPR035515","0"
"158","57","4","InterPro Domains","","Cytochrome P450","0.0209","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","IPR001128","0"
"159","57","4","InterPro Domains","","Cytochrome P450 superfamily","0.0209","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","IPR036396","0"
"160","25","3","InterPro Domains","","S100/Calbindin-D9k, conserved site","0.0214","S100P|S100A8|S100A9","52","177|136|153","","IPR001751","0"
"161","4153","41","GO Process","","response to chemical","0.0218","PON1|CXCL6|PF4V1|HRG|APOA1|G6PC|CHL1|CYP2C9|IL12RB2|SLC22A3|BMP6|S100P|MST1R|AMN|FGB|PCK1|CALHM1|FGG|TAT|ARG1|POX2|PARK2|SERPINC1|VANGL2|S100A14|S100A8|S100A9|CYP2C8|IL13RA2|SPOCK2|IRG1|FLRT3|IL33|KCNA1|OAS1|IRGM|CYP2E1|PGF|ITGAX|ENSP00000459962|CYP1B1","52","119|126|71|164|99|66|78|171|170|180|167|177|100|84|98|103|163|81|131|134|178|141|79|108|158|136|153|120|181|165|146|122|138|132|157|160|102|110|144|74|174","","GO.0042221","0"
"162","569","11","GO Process","","small molecule biosynthetic process","0.0218","APOA1|G6PC|CYP2C9|PCK1|ACSM5|HMGCS2|CYP2C8|ALDOB|RGN|CYP2E1|PAH","52","99|66|171|103|90|87|120|96|166|102|154","","GO.0044283","0"
"163","5","2","KEGG Pathways","","Phenylalanine, tyrosine and tryptophan biosynthesis","0.0224","TAT|PAH","52","131|154","","hsa00400","0"
"164","29","3","KEGG Pathways","","Linoleic acid metabolism","0.0229","CYP2C9|CYP2C8|CYP2E1","52","171|120|102","","hsa00591","0"
"165","5","2","InterPro Domains","","Multicopper oxidase, type 3","0.023","CP|F5","52","129|77","","IPR011707","0"
"166","5","2","InterPro Domains","","Multicopper oxidases, conserved site","0.023","CP|F5","52","129|77","","IPR033138","0"
"167","129","5","UniProt Keywords","","Microsome","0.0231","CYP2C9|CYP2C8|OAS1|CYP2E1|CYP1B1","52","171|120|157|102|174","","KW-0492","0"
"168","29","3","SMART Domains","","Fibrinogen-related domains (FReDs)","0.024","FGB|FGG|FGL1","52","98|81|162","","SM00186","0"
"169","69","4","GO Process","","triglyceride metabolic process","0.0243","APOA1|G6PC|PCK1|CYP2E1","52","99|66|103|102","","GO.0006641","0"
"170","491","10","GO Process","","positive regulation of cell development","0.0243","UNC13D|PROC|APOA1|BMP6|ZNF804A|FGB|FGG|PARK2|S100A9|RIMS1","52","155|63|99|167|148|98|81|141|153|156","","GO.0010720","0"
"171","6","2","GO Process","","monoterpenoid metabolic process","0.0243","CYP2C9|CYP2E1","52","171|102","","GO.0016098","0"
"172","6","2","GO Process","","peptidyl-cysteine S-nitrosylation","0.0243","S100A8|S100A9","52","136|153","","GO.0018119","0"
"173","250","7","GO Process","","defense response to bacterium","0.0243","CXCL6|FGB|F2|S100A14|S100A8|S100A9|IRGM","52","126|98|117|158|136|153|160","","GO.0042742","0"
"174","2222","26","GO Process","","multi-organism process","0.0243","UNC13D|CXCL6|PF4V1|HRG|IL12RB2|MST1R|RPL10L|FGB|F2|PLG|PCK1|ARG1|PARK2|ROS1|S100A14|S100A8|S100A9|TRIM27|IRG1|IL33|CATSPER2|RGN|OAS1|TDRD12|IRGM|PGF","52","155|126|71|164|170|100|173|98|117|91|103|134|141|76|158|136|153|70|146|138|82|166|157|139|160|110","","GO.0051704","0"
"175","1514","20","GO Process","","protein-containing complex assembly","0.0243","VTN|APOA1|RPL10L|FGB|CALHM1|FGG|ARG1|PARK2|F5|MAT1A|GNMT|GJB1|ALDOB|TRIM27|KCNA1|OAS1|MYBPC1|RIMS1|ENSP00000459962|ENSP00000466834","52","121|99|173|98|163|81|134|141|77|111|72|159|96|70|132|157|179|156|74|109","","GO.0065003","0"
"176","8","2","UniProt Keywords","","Fibrinolysis","0.0247","HRG|PLG","52","164|91","","KW-0280","0"
"177","1192","17","GO Process","","lipid metabolic process","0.0257","PON1|APOA1|G6PC|CYP2C9|THRSP|ALDH1A1|PCK1|ACSM5|HMGCS2|CYP2C8|IRG1|NRG4|GC|CYP2E1|ENSP00000459962|CYP1B1|PIK3R6","52","119|99|66|171|80|169|103|90|87|120|146|86|143|102|74|174|176","","GO.0006629","0"
"178","31","3","GO Process","","regulation of platelet activation","0.026","HRG|F2|FGG","52","164|117|81","","GO.0010543","0"
"179","31","3","GO Process","","neuronal action potential","0.026","GPR88|CATSPER2|KCNA1","52","128|82|132","","GO.0019228","0"
"180","2370","27","GO Process","","immune system process","0.0263","UNC13D|VTN|CXCL6|PF4V1|HRG|BMP6|S100P|MST1R|FGB|F2|CD300C|ALAS2|FGG|ARG1|SERPINC1|S100A14|S100A8|S100A9|IL13RA2|TRIM27|IRG1|IL33|OAS1|IRGM|ITGAX|ENSP00000459962|TMC6","52","155|121|126|71|164|167|177|100|98|117|85|172|81|134|79|158|136|153|181|70|146|138|157|160|144|74|145","","GO.0002376","0"
"181","32","3","GO Process","","positive regulation of granulocyte chemotaxis","0.0275","CXCL6|PF4V1|S100A14","52","126|71|158","","GO.0071624","0"
"182","73","4","GO Process","","acute inflammatory response","0.0276","F2|SERPINC1|S100A8|ENSP00000459962","52","117|79|136|74","","GO.0002526","0"
"183","339","8","GO Process","","response to metal ion","0.0282","BMP6|FGB|FGG|TAT|ARG1|PARK2|S100A8|KCNA1","52","167|98|81|131|134|141|136|132","","GO.0010038","0"
"184","339","8","GO Process","","extracellular structure organization","0.0282","VTN|APOA1|FGB|PLG|FGG|SPOCK2|ITGAX|CYP1B1","52","121|99|98|91|81|165|144|174","","GO.0043062","0"
"185","995","15","GO Process","","chemical homeostasis","0.0282","APOA1|G6PC|CP|BMP6|F2|PCK1|ALAS2|PARK2|S100A14|S100A8|S100A9|KCNA1|RGN|OAS1|ENSP00000459962","52","99|66|129|167|117|103|172|141|158|136|153|132|166|157|74","","GO.0048878","0"
"186","338","8","GO Process","","regulation of inflammatory response","0.0282","VTN|PROC|APOA1|F2|S100A8|S100A9|IRG1|IL33","52","121|63|99|117|136|153|146|138","","GO.0050727","0"
"187","892","14","GO Process","","positive regulation of transport","0.0282","UNC13D|PON1|VTN|BMP6|FGB|F2|FGG|PARK2|S100A8|S100A9|IL33|KCNA1|RGN|ENSP00000459962","52","155|119|121|167|98|117|81|141|136|153|138|132|166|74","","GO.0051050","0"
"188","420","9","GO Process","","organic hydroxy compound metabolic process","0.0282","PON1|APOA1|ALDH1A1|PCK1|PARK2|HMGCS2|GC|PAH|CYP1B1","52","119|99|169|103|141|87|143|154|174","","GO.1901615","0"
"189","1294","18","GO Component","","endoplasmic reticulum part","0.0284","VTN|PROC|APOA1|G6PC|CYP2C9|CP|HPD|F2|CALHM1|FGG|SERPINC1|F5|CYP2C8|GJB1|FLRT3|CYP2E1|TMC6|CYP1B1","52","121|63|99|66|171|129|150|117|163|81|79|77|120|159|122|102|145|174","","GO.0044432","0"
"190","13","2","Reactome Pathways","","GRB2:SOS provides linkage to MAPK signaling for Integrins","0.0285","FGB|FGG","52","98|81","","HSA-354194","0"
"191","13","2","Reactome Pathways","","Dissolution of Fibrin Clot","0.0285","HRG|PLG","52","164|91","","HSA-75205","0"
"192","76","4","KEGG Pathways","","Chemical carcinogenesis","0.029","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","hsa05204","0"
"193","36","3","KEGG Pathways","","Tyrosine metabolism","0.0292","HGD|HPD|TAT","52","75|150|131","","hsa00350","0"
"194","1250","17","KEGG Pathways","","Metabolic pathways","0.0292","G6PC|CYP2C9|HGD|HPD|ALDH1A1|PCK1|ACSM5|ALAS2|TAT|ARG1|HMGCS2|CYP2C8|MAT1A|ALDOB|RGN|CYP2E1|PAH","52","66|171|75|150|169|103|90|172|131|134|87|120|111|96|166|102|154","","hsa01100","0"
"195","900","14","GO Process","","response to drug","0.0295","APOA1|CYP2C9|SLC22A3|AMN|CALHM1|ARG1|PARK2|S100A8|CYP2C8|IRG1|CYP2E1|PGF|ENSP00000459962|CYP1B1","52","99|171|180|84|163|134|141|136|120|146|102|110|74|174","","GO.0042493","0"
"196","34","3","GO Process","","regulation of triglyceride metabolic process","0.0302","APOA1|THRSP|RGN","52","99|80|166","","GO.0090207","0"
"197","2788","30","GO Process","","regulation of multicellular organismal process","0.0305","VTN|HRG|PROC|APOA1|IL12RB2|BMP6|ZNF804A|FGB|F2|PLG|FGG|MYH7|ARG1|PARK2|SERPINC1|VANGL2|S100A9|TRIM27|IRG1|FLRT3|IL33|DMRT2|KCNA1|RGN|OSR2|RIMS1|PGF|ENSP00000459962|CYP1B1|PIK3R6","52","121|164|63|99|170|167|148|98|117|91|81|89|134|141|79|108|153|70|146|122|138|130|132|166|115|156|110|74|174|176","","GO.0051239","0"
"198","10","2","KEGG Pathways","","Ubiquinone and other terpenoid-quinone biosynthesis","0.0306","HPD|TAT","52","150|131","","hsa00130","0"
"199","14","2","Reactome Pathways","","p130Cas linkage to MAPK signaling for integrins","0.0309","FGB|FGG","52","98|81","","HSA-372708","0"
"200","708","12","GO Process","","ion homeostasis","0.0317","APOA1|CP|BMP6|F2|ALAS2|PARK2|S100A14|S100A8|S100A9|KCNA1|RGN|ENSP00000459962","52","99|129|167|117|172|141|158|136|153|132|166|74","","GO.0050801","0"
"201","198","6","GO Process","","monosaccharide metabolic process","0.0318","G6PC|ALDH1A1|PCK1|ALDOB|RGN|OAS1","52","66|169|103|96|166|157","","GO.0005996","0"
"202","3322","34","GO Process","","regulation of molecular function","0.0318","PON1|VTN|CXCL6|PF4V1|HRG|APOA1|BMP6|PREX2|MST1R|ALDH1A1|F2|PARK2|SERPINC1|VANGL2|S100A8|S100A9|BEX1|SPOCK2|ALDOB|CCNB3|TRIM27|IRG1|FLRT3|IL33|KCNA1|NRG4|RGN|OAS1|IRGM|RIMS1|PGF|ENSP00000459962|CYP1B1|PIK3R6","52","119|121|126|71|164|99|167|133|100|169|117|141|79|108|136|153|149|165|96|105|70|146|122|138|132|86|166|157|160|156|110|74|174|176","","GO.0065009","0"
"203","35","3","GO Process","","protein K63-linked ubiquitination","0.0318","PARK2|TRIM27|MAGEL2","52","141|70|182","","GO.0070534","0"
"204","79","4","GO Process","","animal organ regeneration","0.0329","VTN|APOA1|RGN|PGF","52","121|99|166|110","","GO.0031100","0"
"205","32","3","InterPro Domains","","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain","0.0331","FGB|FGG|FGL1","52","98|81|162","","IPR002181","0"
"206","32","3","InterPro Domains","","Fibrinogen-like, C-terminal","0.0331","FGB|FGG|FGL1","52","98|81|162","","IPR036056","0"
"207","171","5","Reactome Pathways","","Fatty acid metabolism","0.0331","PON1|CYP2C9|THRSP|CYP2C8|CYP1B1","52","119|171|80|120|174","","HSA-8978868","0"
"208","57","4","Pfam","","Cytochrome P450","0.0333","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","PF00067","0"
"209","24","3","Pfam","","Fibrinogen beta and gamma chains, C-terminal globular domain","0.0333","FGB|FGG|FGL1","52","98|81|162","","PF00147","0"
"210","5","2","Pfam","","Multicopper oxidase","0.0333","CP|F5","52","129|77","","PF07732","0"
"211","6","2","Pfam","","SMP-30/Gluconolaconase/LRE-like region","0.0333","PON1|RGN","52","119|166","","PF08450","0"
"212","3","2","Pfam","","Fibrinogen alpha/beta chain family","0.0333","FGB|FGG","52","98|81","","PF08702","0"
"213","3882","38","GO Process","","regulation of response to stimulus","0.0341","UNC13D|RASD2|VTN|CXCL6|PF4V1|HRG|PROC|APOA1|BMP6|PREX2|MST1R|FGB|F2|PLG|CD300C|FGG|MYH7|ARG1|PARK2|SERPINC1|VANGL2|ROS1|S100A14|S100A8|S100A9|IL13RA2|TRIM27|IRG1|FLRT3|IL33|NRG4|RGN|IRGM|RIMS1|EYA4|PGF|CYP1B1|PIK3R6","52","155|125|121|126|71|164|63|99|167|133|100|98|117|91|85|81|89|134|141|79|108|76|158|136|153|181|70|146|122|138|86|166|160|156|73|110|174|176","","GO.0048583","0"
"214","623","11","GO Process","","regulation of cell adhesion","0.0348","UNC13D|VTN|HRG|APOA1|FGB|PLG|FGG|ARG1|SPOCK2|CYP1B1|PIK3R6","52","155|121|164|99|98|91|81|134|165|174|176","","GO.0030155","0"
"215","923","14","GO Process","","oxidation-reduction process","0.0348","APOA1|G6PC|CYP2C9|CP|HGD|HPD|ALDH1A1|POX2|CYP2C8|GNMT|ALDOB|CYP2E1|PAH|CYP1B1","52","99|66|171|129|75|150|169|178|120|72|96|102|154|174","","GO.0055114","0"
"216","866","13","UniProt Keywords","","Calcium","0.0359","PON1|PROC|S100P|F2|CALHM1|FGG|F5|S100A8|S100A9|SPOCK2|CATSPER2|RGN|ITGAX","52","119|63|177|117|163|81|77|136|153|165|82|166|144","","KW-0106","0"
"217","94","4","UniProt Keywords","","Chemotaxis","0.0359","CXCL6|HRG|S100A8|S100A9","52","126|164|136|153","","KW-0145","0"
"218","11","2","UniProt Keywords","","Gluconeogenesis","0.0359","G6PC|PCK1","52","66|103","","KW-0312","0"
"219","305","7","UniProt Keywords","","Iron","0.0359","CYP2C9|HGD|HPD|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|75|150|120|102|154|174","","KW-0408","0"
"220","557","10","UniProt Keywords","","Oxidoreductase","0.0359","CYP2C9|CP|HGD|HPD|ALDH1A1|POX2|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|129|75|150|169|178|120|102|154|174","","KW-0560","0"
"221","92","4","UniProt Keywords","","Antimicrobial","0.0359","CXCL6|S100A8|S100A9|IRG1","52","126|136|153|146","","KW-0929","0"
"222","3276","33","UniProt Keywords","","Disulfide bond","0.0359","PON1|VTN|CXCL6|PF4V1|HRG|PROC|CHL1|SLCO5A1|IL12RB2|CP|NTN5|BMP6|MST1R|TMPRSS5|FGB|F2|PLG|CD300C|FGG|HHIPL2|SERPINC1|F5|IL13RA2|MAT1A|SPOCK2|FLRT3|NRG4|FGL1|GABRR2|THSD7A|GC|PGF|ITGAX","52","119|121|126|71|164|63|78|113|170|129|112|167|100|140|98|117|91|85|81|69|79|77|181|111|165|122|86|162|107|67|143|110|144","","KW-1015","0"
"223","92","5","GO Function","","monooxygenase activity","0.0362","CYP2C9|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|120|102|154|174","","GO.0004497","0"
"224","1513","20","GO Function","","signaling receptor binding","0.0362","VTN|CXCL6|PF4V1|HRG|APOA1|BMP6|S100P|AMN|FGB|F2|PLG|FGG|PARK2|S100A14|S100A8|S100A9|FLRT3|IL33|NRG4|PGF","52","121|126|71|164|99|167|177|84|98|117|91|81|141|158|136|153|122|138|86|110","","GO.0005102","0"
"225","219","8","GO Function","","glycosaminoglycan binding","0.0362","VTN|CXCL6|PF4V1|HRG|F2|SERPINC1|SPOCK2|PGF","52","121|126|71|164|117|79|165|110","","GO.0005539","0"
"226","161","7","GO Function","","heparin binding","0.0362","VTN|CXCL6|PF4V1|HRG|F2|SERPINC1|PGF","52","121|126|71|164|117|79|110","","GO.0008201","0"
"227","16","3","GO Function","","arachidonic acid epoxygenase activity","0.0362","CYP2C9|CYP2C8|CYP2E1","52","171|120|102","","GO.0008392","0"
"228","32","3","GO Function","","steroid hydroxylase activity","0.0362","CYP2C9|CYP2C8|CYP2E1","52","171|120|102","","GO.0008395","0"
"229","25","3","GO Function","","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","0.0362","CYP2C8|CYP2E1|CYP1B1","52","120|102|174","","GO.0016712","0"
"230","128","5","GO Function","","heme binding","0.0362","HRG|CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","164|171|120|102|174","","GO.0020037","0"
"231","187","6","GO Function","","carboxylic acid binding","0.0362","PCK1|ALAS2|TAT|S100A8|S100A9|GNMT","52","103|172|131|136|153|72","","GO.0031406","0"
"232","4","2","GO Function","","caffeine oxidase activity","0.0362","CYP2C9|CYP2C8","52","171|120","","GO.0034875","0"
"233","3","2","GO Function","","Toll-like receptor 4 binding","0.0362","S100A8|S100A9","52","136|153","","GO.0035662","0"
"234","6066","56","GO Function","","ion binding","0.0362","RASD2|PON1|VTN|CXCL6|PF4V1|HRG|PROC|APOA1|G6PC|CYP2C9|CP|HGD|HPD|S100P|MST1R|ZNF804A|F2|PCK1|ACSM5|ALAS2|FGG|MYH7|TAT|ARG1|POX2|ANXA10|PARK2|SERPINC1|F5|ROS1|S100A14|S100A8|S100A9|CYP2C8|PDE6C|MAT1A|GNMT|SPOCK2|TRIM27|DMRT2|RGN|OAS1|TDRD12|ENSP00000404127|OSR2|IRGM|RIMS1|EYA4|CYP2E1|PAH|PGF|ITGAX|ENSP00000459962|ENSP00000466834|CYP1B1|SYN2","52","125|119|121|126|71|164|63|99|66|171|129|75|150|177|100|148|117|103|90|172|81|89|131|134|178|127|141|79|77|76|158|136|153|120|64|111|72|165|70|130|166|157|139|83|115|160|156|73|102|154|110|144|74|109|174|123","","GO.0043167","0"
"235","2696","31","GO Function","","anion binding","0.0362","RASD2|PON1|VTN|CXCL6|PF4V1|HRG|APOA1|G6PC|MST1R|F2|PCK1|ACSM5|ALAS2|MYH7|TAT|POX2|ANXA10|SERPINC1|ROS1|S100A8|S100A9|PDE6C|MAT1A|GNMT|OAS1|TDRD12|IRGM|PGF|ENSP00000459962|ENSP00000466834|SYN2","52","125|119|121|126|71|164|99|66|100|117|103|90|172|89|131|178|127|79|76|136|153|64|111|72|157|139|160|110|74|109|123","","GO.0043168","0"
"236","1051","16","GO Function","","transition metal ion binding","0.0362","HRG|CYP2C9|CP|S100P|PCK1|ARG1|PARK2|F5|S100A8|S100A9|CYP2C8|TRIM27|RGN|CYP2E1|PAH|CYP1B1","52","164|171|129|177|103|134|141|77|136|153|120|70|166|102|154|174","","GO.0046914","0"
"237","5","2","GO Function","","arachidonic acid binding","0.0362","S100A8|S100A9","52","136|153","","GO.0050544","0"
"238","11","3","GO Function","","RAGE receptor binding","0.0362","S100P|S100A8|S100A9","52","177|136|153","","GO.0050786","0"
"239","9","2","GO Process","","high-density lipoprotein particle clearance","0.037","APOA1|AMN","52","99|84","","GO.0034384","0"
"240","1370","18","GO Process","","regulation of protein phosphorylation","0.0375","VTN|HRG|APOA1|BMP6|PREX2|MST1R|FGB|F2|FGG|PARK2|VANGL2|ROS1|CCNB3|TRIM27|FLRT3|RGN|IRGM|PIK3R6","52","121|164|99|167|133|100|98|117|81|141|108|76|105|70|122|166|160|176","","GO.0001932","0"
